Title,Genre,Rating,Votes,Duration
Kizumonogatari: Koyomi Vamp,Action,7.1,101,2h 24m
Taklee Genesis x Worlds Collide,Action,5.4,424,2h 26m
Anunnakiler,Action,2.5,461,1h 16m
Hide and Seek,Action,8.0,55,2h 10m
The Grey Men,Action,6.5,73,1h 37m
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,Action,7.2,25,1h 30m
Gone with the Dead,Action,4.4,47,1h 36m
DNA,Action,5.1,212,2h 36m
Desperado,Action,6.0,149,1h 40m
Baby Assassins: Nice Days,Action,7.3,330,1h 43m
Atypical Pirate,Action,N/A,330,N/A
Mazhai Pidikatha Manithan,Action,4.5,426,2h 13m
Day Labor,Action,6.2,92,N/A
UmroAyyar - A New Beginning,Action,6.9,674,2h 15m
Petta Rap,Action,4.2,1700,2h 3m
Mahadev Ka Gorakhpur,Action,7.5,393,2h 11m
6 Hours Away,Action,4.0,253,1h 33m
The Actor,Action,3.4,737,2h 8m
Next to Us,Action,4.8,227,2h 5m
Warrior Awang and Master Tok Gajah,Action,4.6,480,1h 58m
Customs Frontline,Action,5.5,515,1h 55m
The Bouncer,Action,4.1,100,1h 18m
Game On,Action,5.2,2300,2h 20m
Stranded Pearl,Action,6.0,27,1h 30m
Bolero,Action,3.1,28,N/A
Saindhav,Action,5.1,1600,2h 18m
Buying Time,Action,6.4,490,1h 24m
The Lost Tiger,Action,7.8,47,1h 30m
Echo 8,Action,6.1,1300,1h 35m
Buddy,Action,3.8,350,2h 17m
Kung Fu Games,Action,3.3,388,1h 38m
The Wolf,Action,3.4,39,1h 27m
Prepare to Die,Action,4.6,240,1h 33m
Mummy Shark,Action,2.0,180,1h 6m
The Heist,Action,6.9,2000,2h
Special Needs Revolt!,Action,9.1,11,1h 53m
RSVP,Action,4.7,373,N/A
Sayen: The Huntress,Action,4.4,256,1h 28m
Team of Two,Action,4.9,113,N/A
The Standoff,Action,8.9,11,N/A
Where Is Gilgamesh?,Action,9.0,617,1h 30m
Ten Toes Down,Action,7.5,36,N/A
Bheema,Action,5.8,961,2h 28m
Bhimaa,Action,5.1,1200,2h 21m
The Day Everything Changed,Action,8.0,80,1h 37m
Ballistic,Action,2.2,164,1h 35m
Red vs. Blue: Restoration,Action,5.6,142,1h 25m
Viswam,Action,4.2,649,2h 35m
Fighting the Fire,Action,8.5,1700,1h 55m
Sabari,Action,6.5,5400,2h 9m
Rendel: Cycle of Revenge,Action,3.6,246,1h 39m
Mission: Chapter 1,Action,5.9,1700,2h 24m
The Epidemic,Action,5.8,71,1h 35m
Zebra,Action,7.2,3200,2h 44m
Sentinelese,Action,N/A,3200,1h 30m
Badsha - The King,Action,N/A,3200,N/A
Crosspoint,Action,6.8,54,1h 40m
Tariq,Action,6.1,19,2h 2m
Young Lion of the West,Action,5.2,108,1h 33m
Chaari 111,Action,4.8,264,2h 10m
Checkmate,Action,4.3,392,1h 44m
South Side Hero,Action,5.4,38,1h 32m
Kali,Action,5.1,421,1h 36m
Yuva,Action,5.8,843,2h 33m
Dangerous Boys 2,Action,5.5,12,1h 55m
The Omicron Killer,Action,2.9,596,1h 38m
Death Game,Action,6.4,25,1h 28m
